rank,wcaId,name,single,average,single_score,average_score
143,2008JONG03,Jong-Ho Jeong,358.97,410.44,85.76,82.98
144,2009SALA01,Jorge Leonardo,359.15,383.85,85.73,86.36
145,2015GUNN01,Jakob Gunnarsson,359.32,386.96,85.71,85.99
146,2020NEDE01,Aleksandr Nedelko,359.53,391.67,85.68,85.41
147,2016HUNG08,Lim Hung,359.57,390.61,85.68,85.54
148,2014YANG37,Alvin Yang,359.58,398.83,85.68,84.51
149,2016NIJU01,Jun-Po Ni,359.65,394.94,85.67,85.0
150,2013MAHM02,Sameer Mahmood,359.8,401.18,85.65,84.2
151,2018CHEN17,Vincent Chen,360.09,403.64,85.61,83.88
152,2012CROS01,Jonah Crosby,360.31,386.37,85.58,86.06
153,2015ANDA01,Daryl Tan,360.64,385.04,85.53,86.22
154,2007VALL01,Breandan Vallance,360.83,394.41,85.51,85.07
155,2007SEUN04,Yi Seung-Woo,361.11,391.32,85.47,85.45
156,2012ELLI01,Keaton Ellis,361.2,383.87,85.46,86.36
157,2017WURY01,Ryan Wu,361.83,384.07,85.37,86.34
158,2017BYRN01,Magnus Søndergaard,361.85,394.42,85.37,85.07
159,2009WANG15,Emily Wang,362.11,392.86,85.34,85.26
160,2014BELK01,Sean Belke,362.22,394.83,85.32,85.01
161,2016CHOI01,Chris Choi,362.23,389.12,85.32,85.72
162,2014DETL01,Rasmus Stub,362.74,399.28,85.25,84.45
163,2014KIMD06,Doyul Kim,362.99,396.44,85.22,84.81
164,2015JACK04,Sam Jacklin,363.32,400.83,85.17,84.25
165,2015HSIE02,Ho Hsieh,363.53,417.76,85.14,81.99
166,2012HOLE01,Ray Leung,363.7,381.85,85.12,86.6
167,2015KUCA01,Carter Kucala,364.04,404.49,85.07,83.77
168,2017LIMJ02,Jaden Lim,365.59,394.48,84.86,85.06
169,2014FRIT02,Oliver Fritz,365.71,405.08,84.84,83.69
170,2015CHNG01,Jonathan Chng,366.08,390.67,84.79,85.53
171,2016GRAS01,Peter Grassard,366.34,393.21,84.75,85.22
172,2017KWAN05,Li Chak,366.66,399.54,84.71,84.42
173,2017GONZ35,Fabian Emiliano,367.45,411.51,84.6,82.84
174,2015ROSE01,Daniel Rose-Levine,367.52,402.35,84.59,84.05
175,2010KILD02,Wilhelm Kilders,367.65,400.79,84.57,84.25
176,2018CAST17,Isaac Vergara,367.83,408.39,84.55,83.26
177,2015BULA02,Albert Philip,367.83,409.87,84.55,83.06
178,2013WALL03,Daniel Wallin,368.19,393.85,84.5,85.14
179,2011WANN01,Daniel Wannamaker,368.32,391.69,84.48,85.41
180,2018BEHR01,Jane Behrle,368.33,398.56,84.48,84.54
181,2013WANG69,Bo Wang,368.6,417.92,84.44,81.96
182,2012CHOS01,SeungBeom Cho,368.82,397.68,84.41,84.65
183,2010BRAD01,Drew Brads,369.14,391.61,84.36,85.42
184,2015QUAN03,Ng Jia,369.83,408.2,84.27,83.28
185,2017LYSK01,Adam Łyskawa,370.27,414.68,84.21,82.41
186,2016JRAC01,Ace Djun,370.36,405.29,84.19,83.67
187,2007OMUR01,Shuhei Omura,370.39,400.68,84.19,84.27
188,2015DENG08,Chris Deng,370.66,396.96,84.15,84.74
189,2017TREJ03,Kyle McDonald,371.01,405.54,84.1,83.63
190,2014KWAS01,Hubert Kwasigroch,371.05,410.3,84.09,83.0
191,2016ZHAN45,Yunliang Zhang,371.34,402.93,84.05,83.98
192,2016LOPE44,Mauro Moises,371.41,408.98,84.04,83.18
193,2015CHEN56,Yu-Kai Chen,371.42,406.49,84.04,83.51
194,2008YUDA01,Yu Da-Hyun,371.62,396.12,84.01,84.85
195,2011MAOS01,Shenchuan Mao,371.62,405.36,84.01,83.66
196,2015MINK03,Kim Min,372.13,401.07,83.94,84.22
197,2009BAKA01,Jascha Bakarinow,372.35,414.83,83.91,82.39
198,2014HUAN07,An Hu,372.58,410.31,83.88,83.0
199,2016BRIS01,Axel Brisse,372.77,402.21,83.85,84.07
200,2017BURK01,Jaden Burkhardt,372.92,403.02,83.83,83.96
201,2012QUIB01,Louie Jay,372.96,401.76,83.82,84.13
202,2017ESPI14,Daniel Rodríguez,373.0,408.4,83.82,83.26
203,2012COST01,Kevin Costello,373.24,400.0,83.78,84.36
204,2015MEDE01,Felipe Medel,373.27,396.05,83.78,84.86
205,2015ORTE02,Nathaniel Ortega,373.81,412.16,83.7,82.75
206,2015MOGY01,Hunor Mogyorósi,373.88,407.04,83.69,83.44
207,2019THAI01,Nguyễn Thành,374.1,409.74,83.66,83.08
208,2014LALI01,Ishaan Lal,374.18,406.37,83.65,83.52
209,2015LARS04,Kim Roger,374.4,400.06,83.62,84.35
210,2015MIKH04,Farid Mikhailov,374.59,399.78,83.59,84.38
211,2011MAHT02,Natthaphat Mahtani,374.69,404.05,83.58,83.83
212,2015STAU01,Jan Staubach,374.84,418.9,83.55,81.83
213,2017SZYS01,Tomáš Szyszkowicz,375.7,405.55,83.43,83.63
214,2017NAMN03,Nguyễn Hồ,375.73,403.89,83.43,83.85
215,2014SCHW02,Fabio Schwandt,375.77,409.36,83.42,83.13
216,2015KOVA07,Nikita Kovalchuk,375.9,397.27,83.4,84.71
217,2015THAN02,Thachtawan Thanintwanichkul,376.23,405.85,83.35,83.59
218,2015PABR01,Ujjawal Pabreja,376.42,413.01,83.33,82.64
219,2016WALI01,Gustav Wälivaara,376.46,413.46,83.32,82.57
220,2011FERA01,Joshua Feran,376.71,418.7,83.28,81.86
221,2013BURL01,Łukasz Burliga,376.79,415.72,83.27,82.27
222,2009HILD01,James Hildreth,376.83,408.48,83.27,83.24
223,2017SHEN32,Weifu Shen,377.1,407.33,83.23,83.4
224,2015SING22,Jeremy Singson,377.14,410.0,83.22,83.04
225,2013RASK01,Samantha Raskind,377.14,411.76,83.22,82.8
226,2014KARN02,Daniel Karnaukh,377.4,416.7,83.18,82.13
227,2014TANG07,Wenxuan Tang,377.89,401.16,83.11,84.21
228,2016PFEI01,Jack Pfeifer,377.99,414.27,83.1,82.46
229,2016CETR01,Joel Cetra,377.99,401.65,83.1,84.14
230,2016EVAN06,Daniel Evans,378.73,407.23,82.99,83.41
231,2009ZHAN53,Weixing Zhang,379.04,420.53,82.94,81.6
232,2017RYAB02,Danila Ryabinin,379.21,413.17,82.92,82.61
233,2016YURK01,Cory Yurkovic,379.44,409.25,82.88,83.14
234,2016HONG13,Zhaoyang Hong,379.44,406.53,82.88,83.5
235,2015TRAN07,Dan Tran,379.56,403.96,82.87,83.84
236,2016HARA02,Knut Skaug,380.39,420.71,82.74,81.58
237,2016SHEL09,Dmitry Shelomencev,380.48,408.69,82.73,83.22
238,2016STEP05,Dale Stephen,380.79,415.6,82.69,82.28
239,2013CHEN22,Victor Chenu,381.17,411.92,82.63,82.78
240,2011ZVYA01,Dmitry Zvyagintsev,381.59,414.83,82.57,82.39
241,2009CHAR03,Nipat Charoenpholphant,381.61,419.38,82.56,81.76
242,2017ENGB01,Bryan Eng,381.72,406.16,82.55,83.55
243,2016AQUI02,Jose Polorhenzo,381.77,416.45,82.54,82.17
244,2012LAHL01,Fabian Löhle,381.85,414.45,82.53,82.44
245,2013EGDA01,Daniel Vædele,381.89,412.77,82.52,82.67
246,2014PETE03,Tobias Peter,382.18,427.65,82.48,80.6
247,2014SUBA02,Stephen Christopher,382.24,418.97,82.47,81.82
248,2012SAEL02,Chidchanok Saelee,382.53,418.5,82.43,81.88
249,2015BART01,Luboš Bartík,382.68,410.01,82.41,83.04
250,2014LEES01,Sooho Lee,382.95,420.48,82.37,81.61
251,2019LANW02,Wenjie Lan,382.96,416.61,82.36,82.14
252,2013PANT01,Mihnea Andrei,383.31,410.43,82.31,82.98
253,2011KNOT01,Wojciech Knott,383.42,418.18,82.29,81.93
254,2016JENS09,William Jensen,383.47,405.56,82.29,83.63
255,2014LING04,Ganghui Lin,383.53,429.47,82.28,80.34
256,2014MARS04,Ty Marshall,383.62,429.45,82.27,80.34
257,2015KEAR01,Steven Kearns,383.76,427.19,82.24,80.66
258,2012YEMI01,Michel Ye,384.11,421.06,82.19,81.53
259,2013ESPA01,Jonathan Esparaz,384.41,432.31,82.15,79.93
260,2011JONA01,Andre Febriato,384.51,415.93,82.13,82.24
261,2008UENO01,Shuto Ueno,384.98,409.92,82.06,83.05
262,2017KIMB02,Beom San,385.11,417.71,82.04,81.99
263,2015DEGL01,Lucas Déglise,385.12,413.1,82.04,82.62
264,2015CHEN18,Jinyao Chen,385.52,430.39,81.98,80.2
265,2012REYE04,Niño Francis,385.85,427.3,81.93,80.65
266,2012AKAM01,Soichi Akamatsu,386.29,408.03,81.86,83.3
267,2011BANS02,Shivam Bansal,386.33,413.36,81.86,82.59
268,2016BITZ01,Carter Bitz,386.41,422.62,81.85,81.31
269,2017AGGA01,Sameer Aggarwal,386.45,418.7,81.84,81.86
270,2012MARA03,Róbert Maróti,386.46,415.5,81.84,82.3
271,2015EWBA01,Joe Ewbank,386.46,422.95,81.84,81.26
272,2009SHEP01,Daniel Sheppard,386.86,415.28,81.78,82.33
273,2018ZIMM02,Mark Zimmermann,387.44,413.11,81.69,82.62
274,2015XUTI01,Tianze Xu,387.45,420.54,81.69,81.6
275,2015CHIC01,Cyrus Wong,387.78,428.23,81.64,80.51
276,2017PABI01,Magdalena Pabisz,387.85,416.8,81.63,82.12
277,2010CANT02,Antoine Cantin,388.05,419.02,81.6,81.81
278,2009KITM01,Mok Man,388.13,428.47,81.58,80.48
279,2012LIAO03,Zi-Xian Liao,388.25,417.74,81.57,81.99
280,2018WEYE01,Peter Weyers,388.29,418.73,81.56,81.85
281,2014XUDA01,Dawei Xu,388.51,412.56,81.53,82.7
282,2014DENG08,Jiahao Deng,388.97,409.81,81.46,83.07
283,2011HOFF02,Valentin Hoffmann,389.13,428.01,81.43,80.55
284,2016UEDA01,Yota Ueda,389.4,415.63,81.39,82.28
285,2015RAOJ01,Jun-Rui Rao,389.75,418.26,81.34,81.92
286,2010SHIZ01,Zhiqing Shi,389.82,417.9,81.33,81.97
287,2016TARA04,Igor Tarasov,390.01,407.75,81.3,83.34
288,2012CARL03,Alexandre Carlier,390.07,435.8,81.29,79.42
289,2017WANJ21,Jiyi Wang,390.16,417.07,81.28,82.08
290,2018CREE01,Kerry Creech,390.23,427.13,81.26,80.67
291,2016HYTT01,Kari Hyttinen,390.47,435.5,81.23,79.46
292,2011PAAV01,Niko Paavilainen,391.04,418.37,81.14,81.9
293,2011PIHE01,Raphaël Pihet,391.18,421.17,81.12,81.51
294,2018ZHUH05,Hongtong Zhu,391.25,416.57,81.11,82.15
295,2013KATO01,Eva Kato,391.44,421.55,81.08,81.46
296,2016KIMJ12,Jong Hun,392.2,441.81,80.96,78.53
297,2016DIAZ21,Jesser Armando,392.32,430.25,80.94,80.22
298,2018LAUR02,Ricardo Sanchez,392.86,429.12,80.86,80.39
299,2017URBA01,Mantas Urbanavičius,392.87,421.1,80.86,81.52
300,2007WONG02,Tim Wong,393.28,429.99,80.79,80.26
301,2015MLOS01,Michał Mlostek,393.46,427.41,80.77,80.63
302,2015CHHA03,Aryan Chhabra,393.58,437.36,80.75,79.19
303,2005AKKE01,Erik Akkersdijk,393.65,430.72,80.74,80.16
304,2014SURE07,Dhruv Suresh,393.71,428.9,80.73,80.42
305,2014WUJI01,Jiawei Wu,393.81,442.22,80.71,78.47
306,2016SORI04,Luigi Soriano,394.16,438.12,80.66,79.08
307,2016HONG21,Yitao Hong,394.21,440.34,80.65,78.75
308,2014WANG48,Dylan Wang,394.4,419.35,80.62,81.77
309,2010THOM03,Blake Thompson,394.41,434.4,80.62,79.62
310,2017MURM01,Ilia Murmulyak,394.42,422.15,80.62,81.38
311,2014LIND04,Nikolaus Lindinger,394.61,423.52,80.59,81.18
312,2011HUNG02,Shao-Heng Hung,394.69,432.65,80.57,79.88
313,2010CORM02,Louis Cormier,394.74,421.03,80.57,81.53
314,2015ZHAN85,Zihan Zhang,395.01,420.93,80.52,81.55
315,2017POPE02,Alexandru Ioan,395.38,438.18,80.47,79.07
316,2017BASH04,Alexander Bashutkin,395.64,422.15,80.43,81.38
317,2014CHOR01,Ryan Minjun,395.7,432.98,80.42,79.83
318,2018ROSA03,Eduardo Rafael,395.72,431.48,80.41,80.05
319,2014KIPR01,Tommy Kiprillis,396.05,429.98,80.36,80.26
320,2019CHEY09,Yung-Hung Cheng,396.06,421.87,80.36,81.41
321,2015ROSL01,Muhammad Razin,396.29,425.08,80.32,80.96
322,2011ROKI01,Cezary Rokita,396.51,446.52,80.29,77.82
323,2016NGUY12,Quan Nguyen,396.55,434.83,80.28,79.56
324,2016CHAR01,Jonathan Charlesworth,396.6,434.27,80.28,79.64
325,2015YASI02,Ryan Yasinko,396.65,436.15,80.27,79.37
326,2012LAFO01,Gabriel LaForte,396.78,429.42,80.25,80.34
327,2012HALE01,Callum Hales-Jepp,396.82,436.16,80.24,79.37
328,2015YOSH01,Yuji Yoshida,397.09,446.25,80.2,77.87
329,2018ABLA01,Ahmet Çınar,397.15,443.28,80.19,78.31
330,2013SAVA01,Harry Savage,397.56,421.72,80.13,81.44
331,2010VILL03,Robbie Villarica,397.74,435.06,80.1,79.53
332,2017YINX01,Xingkai Yin,398.01,432.7,80.05,79.87
333,2016GAMM01,Vincenzo Maria,398.23,431.55,80.02,80.04
334,2011PARR02,Jhon Edinson,398.25,430.25,80.02,80.22
335,2009XIAT02,Jonathan Tan,398.41,443.49,79.99,78.28
336,2014BEGU01,Elian Beguec,398.83,441.01,79.92,78.65
337,2018KHAN27,Ibrahim Khanani,399.12,431.35,79.88,80.07
338,2015WANG92,Ruotong Wang,399.19,431.39,79.87,80.06
339,2009CONT01,Giovanni Contardi,399.27,429.44,79.86,80.34
340,2017MAZH04,Zhiyuan Ma,399.32,425.76,79.85,80.87
341,2016JONE04,Jode Brewster,399.35,429.53,79.84,80.33
342,2017SWOR01,Noah Swor,399.47,425.84,79.82,80.86
343,2017LEAL04,Dante Jesus,399.47,444.35,79.82,78.15
344,2016QUIN01,James Quinn,399.65,420.56,79.8,81.6
345,2016GASP01,Pietro Gasparetto,399.83,432.81,79.77,79.85
346,2017SHUT02,Ekaterina Shutenko,399.89,436.0,79.76,79.39
347,2017YANC01,Chan Ting,400.02,436.79,79.74,79.27
348,2012LEWI01,Phillip Lewicki,400.32,447.3,79.69,77.71
349,2011CUBA02,Ernesto Gutiérrez,400.47,425.03,79.66,80.97
350,2012HUGH01,Dylan Hughlett,400.75,424.48,79.62,81.05
351,2017SUND09,Waldemar Sundin,401.18,435.02,79.55,79.53
352,2015MINK04,Kevin Min,401.45,446.43,79.51,77.84
353,2014SONG08,Zian Song,401.46,435.99,79.51,79.39
354,2013YUSH01,Pavel Yushkevich,401.59,444.64,79.49,78.11
355,2019ZHAN89,Ray Zhang,401.77,429.7,79.46,80.3
356,2012RONG01,Rong Fan,402.24,440.25,79.38,78.76
357,2017ZUNI05,Axel Uriel,402.31,429.35,79.37,80.35
358,2011SANC02,Dario Roa,402.37,442.98,79.36,78.36
359,2014NIET03,Oscar Nieto,403.05,434.2,79.25,79.65
360,2015SANC11,Nicolás Sánchez,403.08,449.57,79.25,77.36
361,2014KOUL01,Sukant Koul,403.17,447.6,79.23,77.66
362,2017PALI04,Inigo Miguel,403.21,434.66,79.23,79.59
363,2011DWYE02,Nathan Dwyer,403.21,437.01,79.23,79.24
364,2011ZAKA01,Achmad Rizki,403.32,437.67,79.21,79.14
365,2014HUJU02,Juewei Hu,403.41,432.26,79.2,79.93
366,2009ROHR01,Michael Röhrer,403.53,448.81,79.18,77.48
367,2015CHEA01,Andrey Che,403.91,428.36,79.11,80.5
368,2014HOUS01,Shaowei Hou,404.13,443.68,79.08,78.25
369,2014MOSA01,Jordan Mosakowski,404.16,435.89,79.07,79.41
370,2010BECK01,Karina Grandjean,404.2,445.38,79.07,78.0
371,2015TUSH01,Shanfeng Tu,404.31,432.36,79.05,79.92
372,2018FANG10,Weijie Fang,404.41,426.01,79.03,80.83
373,2015BELJ01, Toni,404.49,437.87,79.02,79.11
374,2015LUON01,Quan Trần,404.72,422.27,78.98,81.36
375,2012JIET01,Teo Bin,404.76,436.34,78.98,79.34
376,2016SHIK02,Kanting Shi,404.91,426.15,78.95,80.81
377,2014MOLC01,Andrey Molchan,405.01,445.33,78.94,78.0
378,2014CABR07,Daniel Guardado,405.22,435.96,78.9,79.4
379,2012LUTC01,Ricardo Lutchman,405.25,446.85,78.9,77.78
380,2017RAND06,Ari Randers-Pehrson,405.32,425.45,78.89,80.91
381,2011GROG02,Shane Grogan,405.33,454.77,78.89,76.57
382,2016CHES01,Owen Chester,405.83,433.58,78.81,79.74
383,2014ZHAN11,Yunke Zhang,406.21,445.66,78.74,77.95
384,2010DELA01,Brandon Delacruz,406.41,440.41,78.71,78.74
385,2015STAD01,Kostiantyn Stadnyk,406.61,435.91,78.68,79.4
386,2017RODR69,Sergio Emmanuel,406.67,453.62,78.67,76.74
387,2018CHEZ21,Zejun Chen,407.12,455.33,78.6,76.48
388,2005BATI01,Milán Baticz,407.35,437.58,78.56,79.16
389,2016SABI03,Abraham Ismael,407.37,432.15,78.56,79.95
390,2008VASC01,Vasco Vasconcelos,407.56,444.6,78.52,78.11
391,2015LINY08,Ying Lin,407.57,441.25,78.52,78.61
392,2007NAKA03,Yu Nakajima,407.65,447.44,78.51,77.69
393,2011CAST02,Michael Andres,408.71,447.82,78.34,77.63
394,2011VECC01,Vinny Vecchio,408.8,437.34,78.32,79.19
395,2018LAPE01,Gael Augusto,408.85,443.8,78.31,78.23
396,2011LIUR02,Rui-Jun Liu,408.92,439.59,78.3,78.86
397,2009NGUY05,Preston Nguyen,409.07,457.79,78.28,76.1
398,2017HUAN05,Hau-Yu Huang,409.14,428.29,78.27,80.51
399,2018ZIMM01,Erik Zimmermann,409.19,444.41,78.26,78.14
400,2015UGAR01,Rodrigo Ugarte,409.69,454.46,78.18,76.61
401,2007COHE01,Dan Cohen,409.82,445.24,78.16,78.02
402,2017ERSH01,Alevio Hamizan,409.89,439.6,78.14,78.86
403,2017MORR05,Micah Morrison,410.31,449.52,78.08,77.37
404,2016NAGU02,Christian Angelo,410.54,441.48,78.04,78.58
405,2015LEEK01,Kevin Lee,410.64,444.84,78.02,78.08
406,2008TAKA01,Yuhei Takagi,410.64,452.56,78.02,76.91
407,2016LIJE01,Jeffrey Li,410.67,425.64,78.02,80.88
408,2016STAN05,Tom Stanton-Barnett,410.94,444.16,77.97,78.18
409,2017SANC24,Juan de,411.2,449.98,77.93,77.3
410,2016MORA24,Sean Moran,411.25,446.03,77.92,77.9
411,2014GOSL01,Raymond Goslow,411.32,436.89,77.91,79.26
412,2015CHEN52,Weisheng Chen,411.48,459.56,77.88,75.83
413,2011DOBR01,Dmitry Dobrjakov,411.52,452.42,77.88,76.93
414,2017PAON01,Roan Paone,411.55,470.14,77.87,74.16
415,2011RHEI01,Emanuel Rheinert,411.55,443.64,77.87,78.26
416,2016ARMS04,David Armstrong,411.72,442.52,77.84,78.43
417,2016BECE01,Smeling Becerra,411.93,443.01,77.81,78.35
418,2018TOLE05,Erdos Toleugazyev,411.97,455.37,77.8,76.47
419,2015ANTO04,Manuel Prieto,412.03,449.75,77.79,77.34
420,2014YUNO01,Lucas Ichiro,412.04,465.72,77.79,74.86
421,2015SANC18,José Antonio,412.11,438.95,77.78,78.96
422,2017DAVI03,Katie Davies,412.79,458.31,77.67,76.02
423,2006OOKU01,Takayuki Ookusa,412.82,450.62,77.66,77.2
424,2012LALO01,Cel Adriane,413.05,450.35,77.62,77.24
425,2019EROG01,Kerem Eroğlu,413.07,452.55,77.62,76.91
426,2015TRAC01,Conlan Trace,414.03,455.69,77.46,76.43
427,2017BRAC03,Alejandro Cisneros,414.42,458.34,77.4,76.01
428,2016LORE02,Ismael Lorente,414.51,467.64,77.38,74.56
429,2015CALD02,Kymberlyn Calderon,414.67,450.84,77.36,77.17
430,2015MATT05,Enzo Mattos,414.78,440.3,77.34,78.76
431,2009BOZS01,Hunor Bózsing,414.95,450.77,77.31,77.18
432,2014LSKE01,Constantin Lüske,414.99,441.78,77.3,78.54
433,2015CAMP01,Rafael Carreiro,415.08,451.44,77.29,77.08
434,2019RAMO05,Dwyane Ramos,415.1,446.5,77.28,77.83
435,2012YANZ02,Zixi Yan,415.13,435.49,77.28,79.46
436,2014RENW01,William Gan,415.37,465.98,77.24,74.82
437,2017TKAC03,Kamil Tkacz,415.52,452.52,77.22,76.91
438,2010ZHAO11,Jibo Zhao,415.61,444.55,77.2,78.12
439,2016DAVI02,Ethan Davis,416.31,458.98,77.08,75.92
440,2011SCHU06,Sam Schultz,416.35,443.42,77.08,78.29
441,2008LIMS01,Simon Lim,416.47,444.48,77.06,78.13
442,2017GUTM01,Manuel Gutman,416.54,449.76,77.05,77.33
443,2017OSTR01,Mark Ostrom,416.57,449.32,77.04,77.4
444,2016BROO05,Oliver Brookes,416.72,448.25,77.02,77.56
445,2017HONG17,Jinseo Hong,416.73,459.43,77.01,75.85
446,2013MARC03,Gabriel Marczak,416.87,455.56,76.99,76.45
447,2010YOUY01,Yongting You,417.11,444.43,76.95,78.14
448,2015FIRM01,Tomoya Firman,417.19,454.35,76.94,76.63
449,2013DENN01,Andy Denney,417.31,453.87,76.92,76.71
450,2011HARR04,Florian Harrer,417.32,447.15,76.91,77.73
451,2018LIVE01,Graham Lively,417.44,475.14,76.89,73.36
452,2018SANC03,Angel Armando,417.7,450.55,76.85,77.21
453,2019SUNY09,Yuhang Sun,417.99,442.48,76.8,78.43
454,2010JORG01,Adrian Jorghy,418.02,451.3,76.8,77.1
455,2009OLSO01,Christopher Olson,418.11,445.81,76.78,77.93
456,2015KNOL01,Samuel Knoll,418.13,456.7,76.78,76.27
457,2017CENA01,Anrui Cen,418.15,455.52,76.78,76.45
458,2016CORV01,Alejandro Daniel,418.18,450.63,76.77,77.2
459,2015VUJA01,David Vujasić,418.19,458.1,76.77,76.05
460,2015KOEN01,Christian König,418.26,444.76,76.76,78.09
461,2012LUOS01,Shu-Yii Luo,418.59,457.03,76.7,76.22
462,2017PINT05,Josias Milan,419.03,472.19,76.63,73.83
463,2017GONZ21,Miguel Gonzaga,419.08,461.96,76.62,75.45
464,2017BRAS01,Luca Brasini,419.12,452.85,76.61,76.86
465,2017BLEV01,Noah Blevins,419.12,448.13,76.61,77.58
466,2014TAOW01,William Tao,419.17,441.13,76.6,78.63
467,2017ZHEN01,Youbin Zheng,419.2,463.23,76.6,75.25
468,2010BENT01,Jan Bentlage,419.36,472.99,76.57,73.7
469,2010GAFF01,Garret von,419.37,465.98,76.57,74.82
470,2018ARTY01,Semen Artyukhov,419.39,444.67,76.57,78.1
471,2015SABI01,Mohammad Ibnu,419.57,463.72,76.54,75.17
472,2013MORR03,Christopher Morris,419.6,450.93,76.53,77.16
473,2018LICH05,Henry Lichner,419.65,440.21,76.52,78.77
474,2014BAIR01,Ray Bai,419.65,450.75,76.52,77.18
475,2012BERG04,Nathaniel Berg,419.74,461.14,76.51,75.58
476,2011IRIF01,Asato Irifune,420.15,452.48,76.44,76.92
477,2018KAND02,Kamal Kandpal,420.21,459.06,76.43,75.9
478,2017SING18,Arush Singh,420.49,446.48,76.38,77.83
479,2013WAGN01,Andreas Wagner,420.5,454.25,76.38,76.65
480,2007YUNQ01,Yunqi Ouyang,420.52,464.51,76.38,75.05
481,2013CHEN16,Jen Yuan,420.55,456.65,76.37,76.28
482,2013TANG07,Feilong Tang,420.59,447.1,76.37,77.74
483,2011ALVI01,Wilson Alvis,420.62,460.86,76.36,75.62
484,2017CHEN36,Xinyun Chen,420.81,458.13,76.33,76.05
485,2013FUEN01,Erick Lemus,421.03,463.73,76.29,75.17
486,2016REYE11,Miguel Reyes,421.17,463.94,76.27,75.14
487,2013RUIX02,Xiaobin Rui,421.29,455.14,76.25,76.51
488,2016CONG01,Nguyễn Tuấn,421.35,461.87,76.24,75.46
489,2011HAYA02,Ryouga Hayashi,421.37,460.62,76.23,75.66
490,2008ASIS01,Kristopher De,421.55,483.58,76.2,71.99
491,2016WETZ01,Leonard Wetzel,422.01,468.57,76.13,74.41
492,2013FISC01,Elias Fischer,422.15,454.57,76.1,76.6
493,2017VILL42,Claudio Andre,422.24,452.67,76.09,76.89
494,2011WIJA03,Angeline Wijaya,422.39,459.22,76.06,75.88
495,2017OBZH01,Ewsey Obzherin,422.41,459.41,76.06,75.85
496,2015RIBI01,Vilius Ribinskas,422.73,454.78,76.0,76.57
497,2015SEND02,Nela Sendlerová,422.73,451.44,76.0,77.08
498,2016YING02,Haoxiang Ying,422.75,449.0,76.0,77.45
499,2013MAOY01,Yongzhe Mao,422.84,459.82,75.99,75.78
500,2010IBAR01,Jerónimo Ibarra,422.87,464.08,75.98,75.12
501,2013GALA04,Pavel Galaktionov,422.92,456.65,75.97,76.28
502,2016SHIX02,Xinjie Shi,423.09,456.22,75.94,76.34
503,2017CAST51,Jadon Castillo,423.18,454.3,75.93,76.64
504,2017BRYA06,Aedan Bryant,423.49,447.53,75.87,77.67
505,2014YING01,Cai Ying,423.7,453.81,75.84,76.71
506,2016PEIC01,Chenying Pei,423.72,458.48,75.84,75.99
507,2010VYNN01,Ivan Vynnyk,424.04,463.04,75.78,75.28
508,2012MAZI01,Ziheng Ma,424.25,451.36,75.75,77.09
509,2009IOVA01,Massimiliano Iovane,424.46,448.41,75.71,77.54
510,2012MAYE01,Theo Mayer,424.67,469.71,75.67,74.23
511,2012MAUR01,Jonathan Mauroy,424.84,476.93,75.65,73.07
512,2013QIAO01,Disheng Qiao,424.85,459.68,75.64,75.81
513,2017CHAM09,Jacob Chambers,424.95,476.52,75.63,73.14
514,2018SHIN08,Minkyu Shin,424.96,446.59,75.62,77.81
515,2009LAIY01,Yan-Hung Lai,424.97,474.71,75.62,73.43
516,2015TAKA05,Yusuke Takada,425.13,460.08,75.6,75.74
517,2018VASY01,Andrii Vasyliev,425.14,471.16,75.59,74.0
518,2015LEGU01,Genaro Sahib,425.23,451.87,75.58,77.01
519,2015BRAG01,Angela Braganza,425.38,474.8,75.55,73.41
520,2009JIAN12,Congbiao Jiang,425.57,471.95,75.52,73.87
521,2016SONG04,Chengyang Song,425.62,468.56,75.51,74.41
522,2019ALDE01,Robert Alden,425.83,470.4,75.48,74.12
523,2009YERU01,Ruzhen Ye,425.96,467.13,75.45,74.64
524,2014GUMI01,MinSeo Gu,425.97,478.35,75.45,72.84
525,2016CHIL02,Akshaansh Chilakapati,426.15,461.09,75.42,75.59
526,2016FARR01,Cormac Farrell,426.19,463.73,75.41,75.17
527,2014ZAUS01,Krystian Załuski,426.2,465.03,75.41,74.97
528,2018DUAA01,Aaron Du,426.23,469.77,75.41,74.22
529,2017HUNG03,Đỗ Quang,426.31,461.43,75.39,75.53
530,2016VOSO01,Olivier Vos,426.32,457.28,75.39,76.18
531,2016NIEV01,Cristian Nieves,426.46,465.9,75.37,74.83
532,2016RATA01,Chawin Ratanasiri,426.52,471.84,75.36,73.89
533,2016FORS08,Andreas Jensen,426.57,468.31,75.35,74.45
534,2016GURN01,Will Gurnett,426.79,457.59,75.31,76.13
535,2012ICKL01,Finn Ickler,426.79,481.17,75.31,72.39
536,2010NGUY33,Nguyễn Ngọc,426.95,453.54,75.28,76.76
537,2013LINC02,Chengzhang Lin,426.97,460.37,75.28,75.7
538,2016GIUL01,Alessio Giuliano,427.23,466.22,75.24,74.78
539,2013JOHN10,Brian Johnson,427.67,463.75,75.16,75.17
540,2012SEVE01,Ainesh Sevellaraja,427.72,467.27,75.15,74.61
541,2013PASS01,Piyush Passi,427.86,465.36,75.13,74.92
542,2010WANG56,Sheng-Wen Wang,427.87,473.27,75.13,73.66
543,2017NING02,Zhengli Ning,427.95,455.23,75.11,76.5
